frequency_hz,level_db
4195.31,-93.40
4198.24,-89.40
4201.17,-91.41
4204.10,-92.30
4207.03,-88.40
4209.96,-88.72
4212.89,-90.47
4215.82,-92.35
4218.75,-91.15
4221.68,-91.87
4224.61,-96.33
4227.54,-93.73
4230.47,-91.31
4233.40,-88.88
4236.33,-92.86
4239.26,-86.14
4242.19,-87.06
4245.12,-94.17
4248.05,-87.29
4250.98,-86.58
4253.91,-93.04
4256.84,-86.02
4259.77,-87.18
4262.70,-89.75
4265.63,-82.76
4268.55,-82.25
4271.48,-87.26
4274.41,-83.54
4277.34,-81.02
4280.27,-85.31
4283.20,-81.61
4286.13,-79.95
4289.06,-84.41
4291.99,-83.28
4294.92,-80.06
4297.85,-83.61
4300.78,-83.17
4303.71,-80.31
4306.64,-83.76
4309.57,-84.51
4312.50,-81.19
4315.43,-81.94
4318.36,-86.09
4321.29,-82.47
4324.22,-82.96
4327.15,-90.86
4330.08,-85.71
4333.01,-85.50
4335.94,-93.12
4338.87,-89.76
4341.80,-89.30
4344.73,-92.87
4347.66,-90.71
4350.59,-87.69
4353.52,-91.35
4356.45,-94.63
4359.38,-87.53
4362.30,-87.97
4365.23,-95.09
4368.16,-89.34
4371.09,-87.06
4374.02,-93.56
4376.95,-93.82
4379.88,-88.78
4382.81,-90.17
4385.74,-97.18
4388.67,-89.92
4391.60,-89.13
4394.53,-94.01
4397.46,-98.26
4400.39,-91.56
4403.32,-91.17
4406.25,-98.13
4409.18,-91.76
4412.11,-88.82
4415.04,-93.59
4417.97,-91.98
4420.90,-87.61
4423.83,-92.59
4426.76,-90.49
4429.69,-87.26
4432.62,-89.95
4435.55,-90.96
4438.48,-85.24
4441.41,-85.44
4444.34,-89.47
4447.27,-84.24
4450.20,-84.90
4453.13,-90.60
4456.05,-85.41
4458.98,-85.54
4461.91,-90.21
4464.84,-88.00
4467.77,-87.08
4470.70,-91.38
4473.63,-89.51
4476.56,-87.01
4479.49,-92.89
4482.42,-89.16
4485.35,-85.91
4488.28,-90.32
4491.21,-92.20
4494.14,-88.26
4497.07,-91.69
4500.00,-97.85
4502.93,-90.28
4505.86,-91.37
4508.79,-94.89
4511.72,-96.46
4514.65,-93.45
4517.58,-91.09
4520.51,-93.28
4523.44,-95.94
4526.37,-90.47
4529.30,-89.91
4532.23,-93.27
4535.16,-93.55
4538.09,-90.23
4541.02,-88.49
4543.95,-93.47
4546.88,-91.99
4549.80,-87.77
4552.73,-91.82
4555.66,-95.31
4558.59,-87.72
4561.52,-88.45
4564.45,-94.31
4567.38,-87.67
4570.31,-87.61
4573.24,-94.12
4576.17,-88.02
4579.10,-87.14
4582.03,-93.90
4584.96,-88.84
4587.89,-88.39
4590.82,-94.45
4593.75,-89.11
4596.68,-88.21
4599.61,-93.77
4602.54,-89.57
4605.47,-88.61
4608.40,-94.86
4611.33,-90.88
4614.26,-88.85
4617.19,-91.51
4620.12,-93.91
4623.05,-90.94
4625.98,-90.39
4628.91,-93.40
4631.84,-91.08
4634.77,-89.13
4637.70,-91.73
4640.63,-94.20
4643.55,-88.43
4646.48,-89.61
4649.41,-95.80
4652.34,-87.28
4655.27,-86.02
4658.20,-92.97
4661.13,-87.56
4664.06,-84.16
4666.99,-88.88
4669.92,-87.73
4672.85,-83.39
4675.78,-85.68
4678.71,-88.12
4681.64,-83.49
4684.57,-84.38
4687.50,-90.98
4690.43,-86.66
4693.36,-85.57
4696.29,-92.87
4699.22,-90.40
4702.15,-87.11
4705.08,-91.48
4708.01,-93.42
4710.94,-89.78
4713.87,-93.19
4716.80,-93.61
4719.73,-89.24
4722.66,-95.95
4725.59,-91.92
4728.52,-88.87
4731.45,-94.60
4734.38,-92.78
4737.30,-88.03
4740.23,-90.72
4743.16,-95.63
4746.09,-89.60
4749.02,-92.25
4751.95,-95.68
4754.88,-89.20
4757.81,-91.81
4760.74,-92.99
4763.67,-88.04
4766.60,-92.45
4769.53,-94.69
4772.46,-88.71
4775.39,-91.21
4778.32,-94.54
4781.25,-88.47
4784.18,-90.08
4787.11,-95.20
4790.04,-88.57
4792.97,-89.09
4795.90,-94.31
4798.83,-88.53
4801.76,-88.28
4804.69,-95.74
4807.62,-89.29
4810.55,-88.05
4813.48,-95.78
4816.41,-93.04
4819.34,-90.23
4822.27,-94.57
4825.20,-91.38
4828.13,-91.36
4831.05,-95.41
4833.98,-89.91
4836.91,-89.12
4839.84,-94.05
4842.77,-92.38
4845.70,-89.77
4848.63,-92.03
4851.56,-93.75
4854.49,-92.99
4857.42,-90.94
4860.35,-91.16
4863.28,-95.84
4866.21,-93.61
4869.14,-89.58
4872.07,-92.61
4875.00,-96.56
4877.93,-90.08
4880.86,-89.18
4883.79,-94.59
4886.72,-91.27
4889.65,-87.67
4892.58,-89.15
4895.51,-95.80
4898.44,-88.27
4901.37,-87.18
4904.30,-92.44
4907.23,-95.77
4910.16,-89.98
4913.09,-89.93
4916.02,-94.34
4918.95,-92.94
4921.88,-90.31
4924.80,-88.60
4927.73,-93.73
4930.66,-91.21
4933.59,-87.34
4936.52,-90.40
4939.45,-94.30
4942.38,-88.01
4945.31,-90.69
4948.24,-96.84
4951.17,-90.88
4954.10,-91.97
4957.03,-95.21
4959.96,-88.92
4962.89,-91.73
4965.82,-96.89
4968.75,-88.50
4971.68,-89.06
4974.61,-96.61
4977.54,-88.58
4980.47,-87.91
4983.40,-96.49
4986.33,-92.76
4989.26,-91.83
4992.19,-98.48
4995.12,-94.76
4998.05,-91.36
5000.98,-96.89
5003.91,-98.19
5006.84,-92.73
5009.77,-93.93
5012.70,-96.94
5015.63,-92.43
5018.55,-94.78
5021.48,-97.51
5024.41,-92.86
5027.34,-94.25
5030.27,-99.24
5033.20,-93.64
5036.13,-94.55
5039.06,-101.45
5041.99,-93.89
5044.92,-93.85
5047.85,-100.54
5050.78,-97.94
5053.71,-96.62
5056.64,-98.81
5059.57,-94.75
5062.50,-96.80
5065.43,-95.73
5068.36,-90.71
5071.29,-91.74
5074.22,-95.99
5077.15,-90.67
5080.08,-88.92
5083.01,-92.08
5085.94,-90.40
5088.87,-89.53
5091.80,-95.54
5094.73,-92.80
5097.66,-91.57
5100.59,-94.89
5103.52,-90.23
5106.45,-90.60
5109.38,-93.40
5112.30,-89.51
5115.23,-89.38
5118.16,-91.45
5121.09,-89.84
5124.02,-89.60
5126.95,-93.98
5129.88,-93.37
5132.81,-91.89
5135.74,-98.54
5138.67,-92.57
5141.60,-92.46
5144.53,-101.20
5147.46,-93.54
5150.39,-92.88
5153.32,-98.61
5156.25,-92.66
5159.18,-92.48
5162.11,-98.89
5165.04,-97.41
5167.97,-97.60
5170.90,-94.48
5173.83,-93.81
5176.76,-98.37
5179.69,-91.02
5182.62,-90.85
5185.55,-95.13
5188.48,-92.09
5191.41,-90.66
5194.34,-94.62
5197.27,-91.83
5200.20,-89.76
5203.13,-96.88
5206.05,-88.86
5208.98,-87.44
5211.91,-90.67
5214.84,-85.89
5217.77,-85.32
5220.70,-90.40
5223.63,-87.73
5226.56,-86.22
5229.49,-93.25
5232.42,-89.48
5235.35,-87.47
5238.28,-92.73
5241.21,-87.06
5244.14,-86.24
5247.07,-89.62
5250.00,-85.22
5252.93,-84.29
5255.86,-86.85
5258.79,-84.26
5261.72,-84.75
5264.65,-87.93
5267.58,-85.22
5270.51,-86.01
5273.44,-88.58
5276.37,-85.21
5279.30,-86.95
5282.23,-91.32
5285.16,-87.29
5288.09,-89.08
5291.02,-94.69
5293.95,-88.43
5296.88,-92.29
5299.80,-93.03
5302.73,-86.45
5305.66,-89.28
5308.59,-88.89
5311.52,-85.37
5314.45,-87.64
5317.38,-86.52
5320.31,-83.98
5323.24,-86.82
5326.17,-88.40
5329.10,-85.76
5332.03,-89.66
5334.96,-89.77
5337.89,-87.01
5340.82,-89.66
5343.75,-88.73
5346.68,-87.54
5349.61,-90.69
5352.54,-88.86
5355.47,-87.10
5358.40,-91.85
5361.33,-89.76
5364.26,-88.37
5367.19,-93.45
5370.12,-94.94
5373.05,-92.45
5375.98,-96.83
5378.91,-100.37
5381.84,-96.70
5384.77,-95.27
5387.70,-96.83
5390.63,-101.91
5393.55,-93.02
5396.48,-91.81
5399.41,-95.35
5402.34,-90.20
5405.27,-89.01
5408.20,-92.12
5411.13,-90.20
5414.06,-87.83
5416.99,-90.78
5419.92,-91.92
5422.85,-89.65
5425.78,-92.94
5428.71,-94.75
5431.64,-90.23
5434.57,-93.19
5437.50,-96.11
5440.43,-90.28
5443.36,-93.34
5446.29,-94.98
5449.22,-91.78
5452.15,-96.34
5455.08,-96.46
5458.01,-93.63
5460.94,-99.91
5463.87,-97.98
5466.80,-94.29
5469.73,-95.74
5472.66,-91.11
5475.59,-89.33
5478.52,-90.81
5481.45,-87.68
5484.38,-86.85
5487.30,-88.86
5490.23,-88.96
5493.16,-86.83
5496.09,-88.82
5499.02,-91.76
5501.95,-88.97
5504.88,-89.65
5507.81,-88.44
5510.74,-87.38
5513.67,-89.16
5516.60,-90.16
5519.53,-87.37
5522.46,-88.93
5525.39,-92.78
5528.32,-88.98
5531.25,-90.25
5534.18,-95.46
5537.11,-89.81
5540.04,-91.01
5542.97,-98.16
5545.90,-91.80
5548.83,-92.42
5551.76,-96.87
5554.69,-91.50
5557.62,-92.80
5560.55,-98.34
5563.48,-91.15
5566.41,-91.77
5569.34,-95.88
5572.27,-95.66
5575.20,-92.94
5578.13,-93.43
5581.05,-94.93
5583.98,-95.22
5586.91,-91.70
5589.84,-92.60
5592.77,-96.31
5595.70,-91.87
5598.63,-90.47
5601.56,-94.71
5604.49,-95.75
5607.42,-92.54
5610.35,-94.30
5613.28,-94.21
5616.21,-92.66
5619.14,-95.18
5622.07,-90.89
5625.00,-89.28
5627.93,-96.33
5630.86,-91.41
5633.79,-86.37
5636.72,-91.75
5639.65,-91.69
5642.58,-85.19
5645.51,-88.00
5648.44,-96.79
5651.37,-87.26
5654.30,-87.64
5657.23,-93.97
5660.16,-87.75
5663.09,-88.15
5666.02,-92.35
5668.95,-90.25
5671.88,-88.00
5674.80,-90.09
5677.73,-90.07
5680.66,-87.43
5683.59,-89.42
5686.52,-88.69
5689.45,-87.79
5692.38,-88.84
5695.31,-91.88
5698.24,-89.78
5701.17,-88.93
5704.10,-95.41
5707.03,-90.49
5709.96,-87.89
5712.89,-92.87
5715.82,-90.51
5718.75,-87.33
5721.68,-89.18
5724.61,-91.00
5727.54,-88.41
5730.47,-89.97
5733.40,-91.66
5736.33,-90.65
5739.26,-91.90
5742.19,-94.68
5745.12,-93.55
5748.05,-91.11
5750.98,-93.89
5753.91,-94.61
5756.84,-90.52
5759.77,-93.94
5762.70,-95.46
5765.63,-91.92
5768.55,-95.24
5771.48,-93.87
5774.41,-93.51
5777.34,-95.42
5780.27,-92.04
5783.20,-92.63
5786.13,-93.53
5789.06,-87.72
5791.99,-91.03
5794.92,-95.05
5797.85,-89.90
5800.78,-91.76
5803.71,-92.12
5806.64,-91.42
5809.57,-89.13
5812.50,-87.66
5815.43,-87.58
5818.36,-86.72
5821.29,-88.28
5824.22,-90.25
5827.15,-88.79
5830.08,-92.82
5833.01,-88.25
5835.94,-85.94
5838.87,-92.18
5841.80,-94.73
5844.73,-89.00
5847.66,-90.80
5850.59,-94.22
5853.52,-86.48
5856.45,-87.89
5859.38,-93.37
5862.30,-88.97
5865.23,-87.68
5868.16,-93.55
5871.09,-96.96
5874.02,-88.42
5876.95,-89.14
5879.88,-90.41
5882.81,-88.55
5885.74,-91.53
5888.67,-89.44
5891.60,-86.65
5894.53,-89.26
5897.46,-87.77
5900.39,-88.16
5903.32,-87.76
5906.25,-87.60
5909.18,-85.69
5912.11,-83.68
5915.04,-83.68
5917.97,-85.84
5920.90,-93.62
5923.83,-92.09
5926.76,-84.56
5929.69,-86.77
5932.62,-89.37
5935.55,-86.35
5938.48,-90.80
5941.41,-100.57
5944.34,-92.07
5947.27,-89.00
5950.20,-91.53
5953.13,-92.83
5956.05,-92.47
5958.98,-96.91
5961.91,-92.95
5964.84,-95.44
5967.77,-91.38
5970.70,-92.46
5973.63,-89.10
5976.56,-86.30
5979.49,-86.98
5982.42,-88.57
5985.35,-88.67
5988.28,-86.39
5991.21,-84.40
5994.14,-84.21
5997.07,-86.15
6000.00,-88.21
6002.93,-95.28
6005.86,-97.15
6008.79,-92.57
6011.72,-89.22
6014.65,-91.87
6017.58,-92.91
6020.51,-88.75
6023.44,-88.06
6026.37,-89.17
6029.30,-86.60
6032.23,-88.45
6035.16,-93.87
6038.09,-92.30
6041.02,-92.57
6043.95,-95.02
6046.88,-89.54
6049.80,-87.47
6052.73,-85.66
6055.66,-86.60
6058.59,-87.93
6061.52,-86.94
6064.45,-89.75
6067.38,-93.13
6070.31,-92.08
6073.24,-89.04
6076.17,-88.00
6079.10,-86.35
6082.03,-87.13
6084.96,-86.68
6087.89,-86.52
6090.82,-89.83
6093.75,-95.70
6096.68,-96.06
6099.61,-94.34
6102.54,-94.46
6105.47,-92.83
6108.40,-93.20
6111.33,-98.83
6114.26,-94.35
6117.19,-91.15
6120.12,-87.71
6123.05,-89.31
6125.98,-91.44
6128.91,-90.83
6131.84,-90.78
6134.77,-90.61
6137.70,-86.10
6140.63,-85.57
6143.55,-87.73
6146.48,-85.48
6149.41,-87.44
6152.34,-88.77
6155.27,-90.93
6158.20,-94.00
6161.13,-93.84
6164.06,-92.90
6166.99,-93.39
6169.92,-92.78
6172.85,-88.68
6175.78,-86.79
6178.71,-88.09
6181.64,-88.31
6184.57,-91.09
6187.50,-91.22
6190.43,-88.07
6193.36,-87.08
6196.29,-87.00
6199.22,-88.00
6202.15,-86.85
6205.08,-89.75
6208.01,-88.72
6210.94,-88.96
6213.87,-96.45
6216.80,-93.09
6219.73,-93.95
6222.66,-97.30
6225.59,-92.92
6228.52,-91.51
6231.45,-94.34
6234.38,-90.54
6237.30,-90.90
6240.23,-85.99
6243.16,-85.21
6246.09,-90.10
6249.02,-90.56
6251.95,-93.45
6254.88,-97.43
6257.81,-101.86
6260.74,-100.46
6263.67,-99.92
6266.60,-98.59
6269.53,-97.01
6272.46,-99.16
6275.39,-90.73
6278.32,-88.77
6281.25,-90.57
6284.18,-87.40
6287.11,-90.13
6290.04,-91.68
6292.97,-91.82
6295.90,-91.13
6298.83,-94.73
6301.76,-93.58
6304.69,-90.45
6307.62,-92.97
6310.55,-95.33
6313.48,-91.91
6316.41,-91.58
6319.34,-92.54
6322.27,-92.07
6325.20,-90.69
6328.13,-93.59
6331.05,-92.05
6333.98,-93.58
6336.91,-91.27
6339.84,-87.37
6342.77,-90.35
6345.70,-93.84
6348.63,-94.80
6351.56,-101.59
6354.49,-101.42
6357.42,-104.12
6360.35,-106.82
6363.28,-101.59
6366.21,-99.79
6369.14,-102.16
6372.07,-96.04
6375.00,-95.18
6377.93,-93.57
6380.86,-90.40
6383.79,-92.23
6386.72,-96.67
6389.65,-96.81
6392.58,-99.03
6395.51,-95.01
6398.44,-96.42
6401.37,-93.81
6404.30,-94.69
6407.23,-94.20
6410.16,-95.43
6413.09,-92.46
6416.02,-88.79
6418.95,-88.90
6421.88,-93.08
6424.80,-96.68
6427.73,-97.76
6430.66,-99.08
6433.59,-96.14
6436.52,-96.61
6439.45,-95.74
6442.38,-94.36
6445.31,-94.82
6448.24,-96.78
6451.17,-98.18
6454.10,-101.20
6457.03,-108.89
6459.96,-106.91
6462.89,-104.12
6465.82,-101.11
6468.75,-99.67
6471.68,-97.12
6474.61,-98.65
6477.54,-99.84
6480.47,-97.82
6483.40,-97.49
6486.33,-96.88
6489.26,-95.63
6492.19,-95.18
6495.12,-93.77
6498.05,-96.64
6500.98,-97.80
6503.91,-97.78
6506.84,-101.68
6509.77,-102.87
6512.70,-97.85
6515.63,-95.50
6518.55,-94.47
6521.48,-95.25
6524.41,-98.55
6527.34,-101.96
6530.27,-100.41
6533.20,-97.94
6536.13,-98.64
6539.06,-98.35
6541.99,-95.35
6544.92,-95.04
6547.85,-94.91
6550.78,-94.84
6553.71,-95.79
6556.64,-96.82
6559.57,-95.71
6562.50,-97.47
6565.43,-98.45
6568.36,-100.87
6571.29,-100.62
6574.22,-101.94
6577.15,-105.47
6580.08,-107.04
6583.01,-107.78
6585.94,-111.51
6588.87,-108.59
6591.80,-107.22
6594.73,-105.91
6597.66,-110.38
6600.59,-107.76
6603.52,-109.64
6606.45,-101.30
6609.38,-102.73
6612.30,-108.56
6615.23,-107.37
6618.16,-103.67
6621.09,-106.31
6624.02,-108.09
6626.95,-108.31
6629.88,-111.99
6632.81,-104.38
6635.74,-102.29
6638.67,-99.47
6641.60,-98.35
6644.53,-99.79
6647.46,-104.00
6650.39,-105.57
6653.32,-101.94
6656.25,-103.44
6659.18,-100.00
6662.11,-98.61
6665.04,-95.11
6667.97,-94.47
6670.90,-94.98
6673.83,-96.19
6676.76,-102.50
6679.69,-103.17
6682.62,-97.36
6685.55,-95.53
6688.48,-96.47
6691.41,-99.26
6694.34,-95.38
6697.27,-94.90
6700.20,-98.80
6703.13,-100.20
6706.05,-94.82
6708.98,-91.15
6711.91,-92.90
6714.84,-94.17
6717.77,-91.47
6720.70,-90.49
6723.63,-93.54
6726.56,-94.88
6729.49,-93.53
6732.42,-93.84
6735.35,-99.22
6738.28,-102.06
6741.21,-100.12
6744.14,-99.10
6747.07,-100.51
6750.00,-98.59
6752.93,-95.08
6755.86,-96.58
6758.79,-96.56
6761.72,-96.24
6764.65,-101.41
6767.58,-97.75
6770.51,-99.57
6773.44,-109.92
6776.37,-100.52
6779.30,-99.87
6782.23,-103.37
6785.16,-99.35
6788.09,-98.12
6791.02,-102.67
6793.95,-109.36
6796.88,-110.13
6799.80,-103.85
6802.73,-105.63
6805.66,-105.86
6808.59,-102.58
6811.52,-97.32
6814.45,-95.81
6817.38,-95.03
6820.31,-96.65
6823.24,-102.26
6826.17,-101.33
6829.10,-99.34
6832.03,-99.78
6834.96,-96.59
6837.89,-93.36
6840.82,-98.08
6843.75,-96.23
6846.68,-91.88
6849.61,-93.40
6852.54,-95.38
6855.47,-92.89
6858.40,-96.36
6861.33,-100.56
6864.26,-97.25
6867.19,-98.05
6870.12,-96.24
6873.05,-97.93
6875.98,-95.86
6878.91,-91.65
6881.84,-91.48
6884.77,-94.66
6887.70,-95.84
6890.63,-94.19
6893.55,-94.94
6896.48,-96.77
6899.41,-94.82
6902.34,-92.58
6905.27,-93.10
6908.20,-95.71
6911.13,-95.63
6914.06,-94.70
6916.99,-97.88
6919.92,-102.21
6922.85,-96.98
6925.78,-98.93
6928.71,-97.96
6931.64,-91.99
6934.57,-91.93
6937.50,-93.89
6940.43,-92.04
6943.36,-89.72
6946.29,-90.11
6949.22,-90.98
6952.15,-90.76
6955.08,-91.54
6958.01,-94.30
6960.94,-100.03
6963.87,-96.35
6966.80,-94.44
6969.73,-103.23
6972.66,-101.57
6975.59,-99.42
6978.52,-105.40
6981.45,-103.94
6984.38,-97.74
6987.30,-101.51
6990.23,-100.77
6993.16,-94.50
6996.09,-98.12
6999.02,-98.20
7001.95,-94.31
7004.88,-92.71
7007.81,-91.69
7010.74,-93.90
7013.67,-93.09
7016.60,-90.89
7019.53,-93.48
7022.46,-98.31
7025.39,-93.63
7028.32,-94.23
7031.25,-96.11
7034.18,-90.62
7037.11,-90.68
7040.04,-92.99
7042.97,-94.54
7045.90,-90.87
7048.83,-88.71
7051.76,-91.01
7054.69,-94.02
7057.62,-90.32
7060.55,-89.21
7063.48,-94.05
7066.41,-91.93
7069.34,-88.30
7072.27,-92.73
7075.20,-94.94
7078.13,-87.90
7081.05,-88.26
7083.98,-91.42
7086.91,-90.85
7089.84,-87.83
7092.77,-86.48
7095.70,-88.98
7098.63,-89.99
7101.56,-87.88
7104.49,-87.93
7107.42,-88.30
7110.35,-88.20
7113.28,-87.04
7116.21,-87.41
7119.14,-90.90
7122.07,-94.77
7125.00,-91.58
7127.93,-89.47
7130.86,-89.82
7133.79,-95.50
7136.72,-95.01
7139.65,-90.92
7142.58,-89.80
7145.51,-91.60
7148.44,-92.98
7151.37,-91.48
7154.30,-90.62
7157.23,-94.66
7160.16,-98.78
7163.09,-91.30
7166.02,-90.78
7168.95,-93.26
7171.88,-90.31
7174.80,-89.32
7177.73,-91.70
7180.66,-90.81
7183.59,-90.81
7186.52,-92.53
7189.45,-96.99
7192.38,-91.41
7195.31,-92.62
7198.24,-96.08
7201.17,-89.12
7204.10,-90.32
7207.03,-88.85
7209.96,-85.56
7212.89,-85.39
7215.82,-86.45
7218.75,-86.09
7221.68,-85.96
7224.61,-89.02
7227.54,-89.35
7230.47,-87.24
7233.40,-84.04
7236.33,-82.52
7239.26,-82.43
7242.19,-80.63
7245.12,-79.57
7248.05,-80.75
7250.98,-81.91
7253.91,-82.89
7256.84,-84.31
7259.77,-88.17
7262.70,-88.35
7265.63,-88.62
7268.55,-93.15
7271.48,-90.22
7274.41,-89.99
7277.34,-93.08
7280.27,-91.23
7283.20,-91.92
7286.13,-93.27
7289.06,-93.66
7291.99,-94.51
7294.92,-99.77
7297.85,-96.96
7300.78,-96.50
7303.71,-96.41
7306.64,-92.62
7309.57,-94.64
7312.50,-100.97
7315.43,-96.31
7318.36,-95.74
7321.29,-99.23
7324.22,-95.17
7327.15,-93.44
7330.08,-92.58
7333.01,-94.30
7335.94,-91.84
7338.87,-89.40
7341.80,-89.57
7344.73,-86.53
7347.66,-85.38
7350.59,-86.98
7353.52,-86.44
7356.45,-85.54
7359.38,-85.26
7362.30,-85.07
7365.23,-85.37
7368.16,-84.33
7371.09,-84.69
7374.02,-88.85
7376.95,-90.49
7379.88,-89.07
7382.81,-97.21
7385.74,-93.53
7388.67,-89.91
7391.60,-87.23
7394.53,-87.34
7397.46,-87.64
7400.39,-88.70
7403.32,-94.87
7406.25,-96.67
7409.18,-90.69
7412.11,-85.90
7415.04,-87.69
7417.97,-85.84
7420.90,-83.25
7423.83,-86.95
7426.76,-94.03
7429.69,-94.46
7432.62,-90.45
7435.55,-87.62
7438.48,-90.18
7441.41,-95.64
7444.34,-94.29
7447.27,-88.51
7450.20,-85.47
7453.13,-86.02
7456.05,-84.64
7458.98,-84.34
7461.91,-87.79
7464.84,-89.74
7467.77,-89.09
7470.70,-90.17
7473.63,-96.24
7476.56,-97.64
7479.49,-93.49
7482.42,-94.96
7485.35,-94.34
7488.28,-96.42
7491.21,-99.73
7494.14,-96.07
7497.07,-96.87
7500.00,-99.35
7502.93,-96.96
7505.86,-98.59
7508.79,-98.05
7511.72,-99.27
7514.65,-98.49
7517.58,-94.61
7520.51,-90.53
7523.44,-91.14
7526.37,-92.47
7529.30,-92.25
7532.23,-92.28
7535.16,-96.17
7538.09,-102.87
7541.02,-104.26
7543.95,-102.89
7546.88,-99.77
7549.80,-93.15
7552.73,-93.20
7555.66,-92.26
7558.59,-89.35
7561.52,-88.05
7564.45,-89.22
7567.38,-90.16
7570.31,-88.89
7573.24,-90.05
7576.17,-92.15
7579.10,-89.80
7582.03,-88.65
7584.96,-88.64
7587.89,-92.50
7590.82,-91.48
7593.75,-88.90
7596.68,-89.13
7599.61,-93.95
7602.54,-92.75
7605.47,-88.91
7608.40,-91.19
7611.33,-88.36
7614.26,-89.16
7617.19,-87.41
7620.12,-83.66
7623.05,-87.10
7625.98,-89.73
7628.91,-87.28
7631.84,-86.44
7634.77,-90.21
7637.70,-91.44
7640.63,-87.61
7643.55,-91.20
7646.48,-93.24
7649.41,-91.79
7652.34,-97.26
7655.27,-94.04
7658.20,-89.25
7661.13,-94.08
7664.06,-93.87
7666.99,-89.80
7669.92,-90.38
7672.85,-89.48
7675.78,-93.82
7678.71,-92.88
7681.64,-90.59
7684.57,-90.98
7687.50,-94.79
7690.43,-94.69
7693.36,-91.89
7696.29,-94.62
7699.22,-95.21
7702.15,-92.84
7705.08,-93.46
7708.01,-93.06
7710.94,-96.77
7713.87,-93.33
7716.80,-91.51
7719.73,-93.64
7722.66,-92.81
7725.59,-90.59
7728.52,-89.73
7731.45,-94.09
7734.38,-97.40
7737.30,-91.23
7740.23,-92.13
7743.16,-95.61
7746.09,-92.31
7749.02,-91.52
7751.95,-93.05
7754.88,-94.72
7757.81,-90.23
7760.74,-89.60
7763.67,-91.16
7766.60,-95.64
7769.53,-94.16
7772.46,-90.41
7775.39,-92.36
7778.32,-94.35
7781.25,-90.36
7784.18,-91.68
7787.11,-93.90
7790.04,-92.85
7792.97,-88.98
7795.90,-88.31
7798.83,-90.39
7801.76,-93.37
7804.69,-89.52
7807.62,-87.25
7810.55,-91.63
7813.48,-101.63
7816.41,-91.33
7819.34,-87.35
7822.27,-90.91
7825.20,-92.06
7828.13,-89.89
7831.05,-87.78
7833.98,-85.41
7836.91,-89.59
7839.84,-92.44
7842.77,-88.04
7845.70,-87.89
7848.63,-95.99
7851.56,-92.88
7854.49,-88.00
7857.42,-93.28
7860.35,-100.24
7863.28,-92.08
7866.21,-93.96
7869.14,-98.40
7872.07,-94.92
7875.00,-97.24
7877.93,-97.38
7880.86,-95.92
7883.79,-94.03
7886.72,-94.64
7889.65,-94.60
7892.58,-92.34
7895.51,-93.68
7898.44,-93.90
7901.37,-93.95
7904.30,-91.88
7907.23,-95.57
7910.16,-94.30
7913.09,-90.09
7916.02,-93.50
7918.95,-93.62
7921.88,-92.36
7924.80,-93.80
7927.73,-93.13
7930.66,-94.67
7933.59,-95.05
7936.52,-92.33
7939.45,-93.02
7942.38,-102.88
7945.31,-97.19
7948.24,-91.04
7951.17,-95.43
7954.10,-96.91
7957.03,-90.11
7959.96,-91.05
7962.89,-96.26
7965.82,-91.29
7968.75,-91.07
7971.68,-97.49
7974.61,-94.38
7977.54,-90.64
7980.47,-94.58
7983.40,-97.09
7986.33,-90.18
7989.26,-92.93
7992.19,-95.36
7995.12,-94.28
7998.05,-96.02
8000.98,-97.14
8003.91,-94.77
8006.84,-93.98
8009.77,-103.59
8012.70,-103.21
8015.63,-94.90
8018.55,-93.51
8021.48,-94.94
8024.41,-95.19
8027.34,-90.98
8030.27,-90.37
8033.20,-94.16
8036.13,-92.26
8039.06,-91.52
8041.99,-96.13
8044.92,-98.08
8047.85,-95.03
8050.78,-100.24
8053.71,-102.79
8056.64,-103.60
8059.57,-105.81
8062.50,-110.36
8065.43,-105.55
8068.36,-99.88
8071.29,-102.51
8074.22,-104.03
8077.15,-102.06
8080.08,-101.05
8083.01,-96.38
8085.94,-103.65
8088.87,-96.16
8091.80,-94.70
8094.73,-99.03
8097.66,-94.94
8100.59,-93.29
8103.52,-95.87
8106.45,-94.61
8109.38,-91.73
8112.30,-95.95
8115.23,-98.80
8118.16,-96.34
8121.09,-99.26
8124.02,-99.68
8126.95,-95.09
8129.88,-99.96
8132.81,-102.26
8135.74,-96.31
8138.67,-97.99
8141.60,-96.68
8144.53,-93.86
8147.46,-94.08
8150.39,-96.69
8153.32,-93.57
8156.25,-93.61
8159.18,-98.50
8162.11,-94.20
8165.04,-97.69
8167.97,-99.33
8170.90,-94.72
8173.83,-98.12
8176.76,-99.84
8179.69,-95.18
8182.62,-100.03
8185.55,-102.00
8188.48,-100.02
8191.41,-99.63
8194.34,-103.36
8197.27,-100.35
8200.20,-100.32
8203.13,-97.70
8206.05,-98.72
8208.98,-102.62
8211.91,-100.37
8214.84,-99.55
8217.77,-104.29
8220.70,-107.52
8223.63,-101.53
8226.56,-96.66
8229.49,-102.61
8232.42,-108.99
8235.35,-99.44
8238.28,-100.11
8241.21,-108.36
8244.14,-100.99
8247.07,-97.47
8250.00,-101.82
8252.93,-101.15
8255.86,-96.49
8258.79,-102.71
8261.72,-98.32
8264.65,-95.61
8267.58,-102.24
8270.51,-99.65
8273.44,-97.01
8276.37,-100.17
8279.30,-97.16
8282.23,-95.94
8285.16,-98.03
8288.09,-100.48
