frequency_hz,level_db
8291.02,-95.22
8293.95,-98.63
8296.88,-103.36
8299.80,-99.75
8302.73,-100.34
8305.66,-105.88
8308.59,-106.82
8311.52,-104.27
8314.45,-101.32
8317.38,-103.43
8320.31,-104.74
8323.24,-102.23
8326.17,-102.96
8329.10,-101.35
8332.03,-102.17
8334.96,-104.39
8337.89,-98.54
8340.82,-97.48
8343.75,-100.90
8346.68,-95.76
8349.61,-95.30
8352.54,-100.76
8355.47,-96.48
8358.40,-94.53
8361.33,-97.11
8364.26,-97.06
8367.19,-93.77
8370.12,-101.00
8373.05,-100.08
8375.98,-96.71
8378.91,-99.61
8381.84,-98.09
8384.77,-96.13
8387.70,-99.02
8390.63,-101.01
8393.55,-99.23
8396.48,-99.43
8399.41,-99.70
8402.34,-98.65
8405.27,-101.99
8408.20,-103.36
8411.13,-102.12
8414.06,-97.61
8416.99,-97.59
8419.92,-100.78
8422.85,-95.91
8425.78,-94.02
8428.71,-95.91
8431.64,-95.77
8434.57,-93.94
8437.50,-94.98
8440.43,-96.02
8443.36,-94.81
8446.29,-96.81
8449.22,-97.63
8452.15,-94.40
8455.08,-94.16
8458.01,-96.06
8460.94,-96.98
8463.87,-95.32
8466.80,-94.14
8469.73,-96.99
8472.66,-95.59
8475.59,-95.88
8478.52,-98.78
8481.45,-94.09
8484.38,-96.19
8487.30,-97.84
8490.23,-96.34
8493.16,-96.28
8496.09,-98.00
8499.02,-96.71
8501.95,-97.08
8504.88,-101.41
8507.81,-98.08
8510.74,-97.22
8513.67,-101.02
8516.60,-98.94
8519.53,-95.12
8522.46,-99.76
8525.39,-100.18
8528.32,-95.49
8531.25,-97.95
8534.18,-98.68
8537.11,-94.09
8540.04,-96.88
8542.97,-103.35
8545.90,-94.02
8548.83,-96.24
8551.76,-105.58
8554.69,-95.73
8557.62,-96.02
8560.55,-103.77
8563.48,-98.93
8566.41,-94.54
8569.34,-98.41
8572.27,-101.32
8575.20,-99.79
8578.13,-100.26
8581.05,-100.30
8583.98,-96.58
8586.91,-98.16
8589.84,-103.33
8592.77,-97.19
8595.70,-98.95
8598.63,-102.53
8601.56,-100.55
8604.49,-97.89
8607.42,-100.25
8610.35,-99.69
8613.28,-95.95
8616.21,-96.36
8619.14,-102.52
8622.07,-97.29
8625.00,-95.57
8627.93,-102.22
8630.86,-98.54
8633.79,-94.43
8636.72,-96.97
8639.65,-101.20
8642.58,-94.95
8645.51,-97.76
8648.44,-102.62
8651.37,-96.02
8654.30,-95.68
8657.23,-101.74
8660.16,-97.93
8663.09,-97.68
8666.02,-100.06
8668.95,-99.41
8671.88,-97.75
8674.80,-101.17
8677.73,-103.52
8680.66,-98.59
8683.59,-98.29
8686.52,-100.60
8689.45,-103.12
8692.38,-100.20
8695.31,-101.43
8698.24,-102.63
8701.17,-101.67
8704.10,-99.50
8707.03,-104.17
8709.96,-105.92
8712.89,-100.11
8715.82,-99.84
8718.75,-100.81
8721.68,-101.54
8724.61,-97.55
8727.54,-100.08
8730.47,-104.37
8733.40,-98.99
8736.33,-95.36
8739.26,-97.50
8742.19,-98.71
8745.12,-94.91
8748.05,-98.39
8750.98,-106.25
8753.91,-97.86
8756.84,-96.09
8759.77,-101.97
8762.70,-96.90
8765.63,-94.66
8768.55,-97.91
8771.48,-102.86
8774.41,-97.77
8777.34,-99.61
8780.27,-109.32
8783.20,-101.07
8786.13,-100.32
8789.06,-105.52
8791.99,-104.87
8794.92,-100.82
8797.85,-102.56
8800.78,-103.37
8803.71,-101.37
8806.64,-97.41
8809.57,-101.57
8812.50,-109.74
8815.43,-98.32
8818.36,-97.78
8821.29,-101.95
8824.22,-107.27
8827.15,-100.74
8830.08,-99.58
8833.01,-106.89
8835.94,-98.10
8838.87,-97.35
8841.80,-103.66
8844.73,-98.62
8847.66,-95.46
8850.59,-100.85
8853.52,-97.08
8856.45,-92.82
8859.38,-95.75
8862.30,-98.96
8865.23,-93.64
8868.16,-95.68
8871.09,-102.64
8874.02,-94.47
8876.95,-95.53
8879.88,-99.80
8882.81,-98.68
8885.74,-98.09
8888.67,-97.49
8891.60,-96.83
8894.53,-99.10
8897.46,-95.98
8900.39,-95.03
8903.32,-98.91
8906.25,-93.08
8909.18,-91.63
8912.11,-98.00
8915.04,-93.08
8917.97,-90.77
8920.90,-96.36
8923.83,-93.68
8926.76,-90.21
8929.69,-94.76
8932.62,-95.47
8935.55,-91.37
8938.48,-94.12
8941.41,-96.55
8944.34,-91.88
8947.27,-92.78
8950.20,-99.74
8953.13,-94.87
8956.05,-93.74
8958.98,-98.85
8961.91,-99.37
8964.84,-96.02
8967.77,-97.99
8970.70,-99.44
8973.63,-98.64
8976.56,-97.68
8979.49,-97.71
8982.42,-101.04
8985.35,-97.66
8988.28,-98.37
8991.21,-102.94
8994.14,-99.74
8997.07,-98.85
9000.00,-103.26
9002.93,-98.50
9005.86,-97.47
9008.79,-100.05
9011.72,-97.00
9014.65,-94.40
9017.58,-98.13
9020.51,-98.39
9023.44,-93.60
9026.37,-93.41
9029.30,-96.60
9032.23,-95.61
9035.16,-95.09
9038.09,-102.31
9041.02,-96.05
9043.95,-94.12
9046.88,-98.52
9049.80,-96.83
9052.73,-95.80
9055.66,-99.89
9058.59,-99.26
9061.52,-94.50
9064.45,-98.19
9067.38,-97.91
9070.31,-93.85
9073.24,-95.14
9076.17,-97.50
9079.10,-96.54
9082.03,-97.53
9084.96,-102.97
9087.89,-96.64
9090.82,-96.38
9093.75,-100.85
9096.68,-97.94
9099.61,-96.39
9102.54,-101.58
9105.47,-98.66
9108.40,-94.87
9111.33,-100.64
9114.26,-98.49
9117.19,-95.88
9120.12,-98.61
9123.05,-99.87
9125.98,-96.15
9128.91,-99.97
9131.84,-103.73
9134.77,-98.41
9137.70,-100.48
9140.63,-101.04
9143.55,-98.63
9146.48,-105.12
9149.41,-98.31
9152.34,-95.21
9155.27,-98.11
9158.20,-97.84
9161.13,-96.30
9164.06,-99.56
9166.99,-100.07
9169.92,-93.63
9172.85,-94.57
9175.78,-101.12
9178.71,-95.12
9181.64,-95.03
9184.57,-102.00
9187.50,-95.76
9190.43,-95.96
9193.36,-101.62
9196.29,-95.71
9199.22,-94.04
9202.15,-98.66
9205.08,-98.60
9208.01,-95.27
9210.94,-98.12
9213.87,-99.49
9216.80,-96.14
9219.73,-96.19
9222.66,-96.46
9225.59,-93.97
9228.52,-96.54
9231.45,-100.00
9234.38,-95.16
9237.30,-97.64
9240.23,-100.41
9243.16,-96.02
9246.09,-97.64
9249.02,-97.83
9251.95,-94.20
9254.88,-98.03
9257.81,-95.61
9260.74,-91.85
9263.67,-94.49
9266.60,-95.62
9269.53,-94.05
9272.46,-95.28
9275.39,-97.04
9278.32,-92.05
9281.25,-94.74
9284.18,-99.08
9287.11,-92.93
9290.04,-95.54
9292.97,-100.41
9295.90,-95.37
9298.83,-95.35
9301.76,-98.00
9304.69,-93.43
9307.62,-93.46
9310.55,-95.93
9313.48,-94.54
9316.41,-93.44
9319.34,-96.50
9322.27,-96.76
9325.20,-93.47
9328.13,-98.46
9331.05,-99.41
9333.98,-95.09
9336.91,-96.98
9339.84,-98.70
9342.77,-96.50
9345.70,-98.24
9348.63,-97.62
9351.56,-96.15
9354.49,-94.18
9357.42,-96.10
9360.35,-101.24
9363.28,-96.69
9366.21,-95.48
9369.14,-97.25
9372.07,-95.53
9375.00,-94.11
9377.93,-95.78
9380.86,-99.91
9383.79,-99.36
9386.72,-96.84
9389.65,-97.32
9392.58,-99.10
9395.51,-97.88
9398.44,-96.94
9401.37,-99.84
9404.30,-96.25
9407.23,-98.88
9410.16,-101.34
9413.09,-96.22
9416.02,-99.80
9418.95,-108.04
9421.88,-95.74
9424.80,-93.44
9427.73,-100.46
9430.66,-100.72
9433.59,-92.78
9436.52,-94.17
9439.45,-100.98
9442.38,-95.63
9445.31,-94.75
9448.24,-101.07
9451.17,-94.49
9454.10,-92.78
9457.03,-97.24
9459.96,-95.72
9462.89,-92.02
9465.82,-93.24
9468.75,-94.28
9471.68,-92.39
9474.61,-93.22
9477.54,-97.69
9480.47,-94.45
9483.40,-91.02
9486.33,-94.76
9489.26,-94.08
9492.19,-92.54
9495.12,-94.74
9498.05,-93.92
9500.98,-92.32
9503.91,-98.01
9506.84,-98.88
9509.77,-92.97
9512.70,-96.42
9515.63,-95.93
9518.55,-94.00
9521.48,-96.17
9524.41,-101.97
9527.34,-94.88
9530.27,-96.37
9533.20,-101.46
9536.13,-95.41
9539.06,-99.09
9541.99,-100.02
9544.92,-94.02
9547.85,-98.40
9550.78,-103.48
9553.71,-96.16
9556.64,-97.95
9559.57,-100.50
9562.50,-99.28
9565.43,-99.46
9568.36,-97.76
9571.29,-103.40
9574.22,-98.97
9577.15,-98.79
9580.08,-100.05
9583.01,-106.64
9585.94,-96.45
9588.87,-97.76
9591.80,-103.73
9594.73,-98.53
9597.66,-100.32
9600.59,-113.40
9603.52,-104.96
9606.45,-101.79
9609.38,-104.16
9612.30,-97.19
9615.23,-98.21
9618.16,-103.60
9621.09,-94.09
9624.02,-91.30
9626.95,-94.54
9629.88,-96.73
9632.81,-91.70
9635.74,-92.76
9638.67,-95.94
9641.60,-95.21
9644.53,-92.71
9647.46,-92.23
9650.39,-93.95
9653.32,-94.41
9656.25,-92.54
9659.18,-93.65
9662.11,-93.26
9665.04,-93.72
9667.97,-94.15
9670.90,-90.66
9673.83,-90.42
9676.76,-92.76
9679.69,-91.83
9682.62,-90.87
9685.55,-93.04
9688.48,-94.00
9691.41,-93.68
9694.34,-99.69
9697.27,-100.71
9700.20,-98.26
9703.13,-100.39
9706.05,-100.70
9708.98,-104.93
9711.91,-99.18
9714.84,-94.77
9717.77,-96.48
9720.70,-97.85
9723.63,-94.96
9726.56,-96.49
9729.49,-97.61
9732.42,-96.46
9735.35,-95.26
9738.28,-95.16
9741.21,-101.67
9744.14,-99.87
9747.07,-100.08
9750.00,-105.22
9752.93,-101.83
9755.86,-102.72
9758.79,-99.30
9761.72,-101.05
9764.65,-98.34
9767.58,-97.90
9770.51,-96.40
9773.44,-93.35
9776.37,-95.04
9779.30,-95.55
9782.23,-89.67
9785.16,-89.18
9788.09,-94.42
9791.02,-89.68
9793.95,-87.95
9796.88,-90.33
9799.80,-90.66
9802.73,-88.79
9805.66,-88.16
9808.59,-90.97
9811.52,-90.22
9814.45,-89.39
9817.38,-90.46
9820.31,-89.50
9823.24,-91.48
9826.17,-90.38
9829.10,-87.93
9832.03,-89.13
9834.96,-92.03
9837.89,-87.98
9840.82,-87.26
9843.75,-92.18
9846.68,-89.72
9849.61,-87.43
9852.54,-91.37
9855.47,-94.72
9858.40,-89.10
9861.33,-88.22
9864.26,-92.65
9867.19,-94.47
9870.12,-90.80
9873.05,-94.70
9875.98,-97.66
9878.91,-96.95
9881.84,-97.01
9884.77,-92.99
9887.70,-96.09
9890.63,-99.12
9893.55,-95.02
9896.48,-97.43
9899.41,-97.91
9902.34,-96.03
9905.27,-98.69
9908.20,-97.41
9911.13,-100.11
9914.06,-96.90
9916.99,-95.91
9919.92,-97.20
9922.85,-94.91
9925.78,-95.48
9928.71,-91.84
9931.64,-92.86
9934.57,-95.74
9937.50,-91.40
9940.43,-90.84
9943.36,-93.55
9946.29,-91.88
9949.22,-89.57
9952.15,-91.24
9955.08,-91.49
9958.01,-92.89
9960.94,-92.02
9963.87,-91.91
9966.80,-94.36
9969.73,-90.97
9972.66,-91.41
9975.59,-94.22
9978.52,-92.61
9981.45,-92.89
9984.38,-95.55
9987.30,-92.39
9990.23,-92.28
9993.16,-93.69
9996.09,-91.18
9999.02,-93.30
10001.95,-93.53
10004.88,-95.27
10007.81,-92.82
10010.74,-90.70
10013.67,-93.30
10016.60,-91.41
10019.53,-90.91
10022.46,-92.80
10025.39,-92.37
10028.32,-90.67
10031.25,-92.64
10034.18,-95.73
10037.11,-91.67
10040.04,-93.88
10042.97,-100.08
10045.90,-98.80
10048.83,-98.15
10051.76,-98.11
10054.69,-100.94
10057.62,-102.82
10060.55,-102.66
10063.48,-99.60
10066.41,-98.43
10069.34,-100.87
10072.27,-103.77
10075.20,-103.65
10078.13,-100.73
10081.05,-99.53
10083.98,-102.41
10086.91,-104.13
10089.84,-104.25
10092.77,-99.00
10095.70,-98.90
10098.63,-99.99
10101.56,-99.35
10104.49,-97.84
10107.42,-95.59
10110.35,-96.71
10113.28,-97.03
10116.21,-96.76
10119.14,-95.15
10122.07,-92.08
10125.00,-93.24
10127.93,-95.71
10130.86,-95.71
10133.79,-94.95
10136.72,-94.26
10139.65,-93.07
10142.58,-94.94
10145.51,-98.15
10148.44,-92.31
10151.37,-92.36
10154.30,-91.67
10157.23,-91.17
10160.16,-92.36
10163.09,-91.34
10166.02,-91.76
10168.95,-91.24
10171.88,-89.39
10174.80,-89.66
10177.73,-90.53
10180.66,-90.68
10183.59,-91.07
10186.52,-90.82
10189.45,-92.43
10192.38,-91.50
10195.31,-89.95
10198.24,-93.58
10201.17,-94.42
10204.10,-92.08
10207.03,-93.64
10209.96,-93.10
10212.89,-91.92
10215.82,-92.57
10218.75,-90.81
10221.68,-93.08
10224.61,-96.37
10227.54,-93.23
10230.47,-93.88
10233.40,-98.95
10236.33,-98.60
10239.26,-94.90
10242.19,-95.54
10245.12,-100.41
10248.05,-97.07
10250.98,-94.74
10253.91,-98.96
10256.84,-97.33
10259.77,-95.96
10262.70,-98.40
10265.63,-97.43
10268.55,-94.29
10271.48,-94.65
10274.41,-95.86
10277.34,-95.06
10280.27,-96.03
10283.20,-97.39
10286.13,-96.05
10289.06,-96.37
10291.99,-101.72
10294.92,-96.70
10297.85,-96.75
10300.78,-100.34
10303.71,-96.58
10306.64,-99.24
10309.57,-97.38
10312.50,-93.32
10315.43,-95.70
10318.36,-98.09
10321.29,-93.11
10324.22,-93.91
10327.15,-100.89
10330.08,-99.36
10333.01,-94.12
10335.94,-97.64
10338.87,-105.02
10341.80,-98.78
10344.73,-99.09
10347.66,-99.66
10350.59,-102.40
10353.52,-99.26
10356.45,-96.82
10359.38,-98.17
10362.30,-101.80
10365.23,-97.65
10368.16,-98.51
10371.09,-102.70
10374.02,-97.91
10376.95,-96.49
10379.88,-97.27
10382.81,-98.87
10385.74,-94.48
10388.67,-93.73
10391.60,-99.57
10394.53,-96.95
10397.46,-94.20
10400.39,-97.45
10403.32,-96.82
10406.25,-93.83
10409.18,-97.41
10412.11,-103.31
10415.04,-101.69
10417.97,-99.29
10420.90,-100.40
10423.83,-109.05
10426.76,-107.65
10429.69,-103.16
10432.62,-105.41
10435.55,-109.19
10438.48,-106.50
10441.41,-104.53
10444.34,-106.17
10447.27,-106.29
10450.20,-100.14
10453.13,-101.61
10456.05,-103.37
10458.98,-98.47
10461.91,-98.97
10464.84,-99.46
10467.77,-96.21
10470.70,-97.31
10473.63,-100.30
10476.56,-98.87
10479.49,-99.45
10482.42,-107.42
10485.35,-102.86
10488.28,-98.90
10491.21,-100.91
10494.14,-97.15
10497.07,-96.72
10500.00,-99.70
10502.93,-96.36
10505.86,-95.48
10508.79,-100.00
10511.72,-99.49
10514.65,-94.97
10517.58,-97.71
10520.51,-101.86
10523.44,-96.94
10526.37,-99.83
10529.30,-102.71
10532.23,-99.90
10535.16,-101.45
10538.09,-104.40
10541.02,-102.22
10543.95,-97.27
10546.88,-100.54
10549.80,-108.01
10552.73,-97.48
10555.66,-97.00
10558.59,-106.68
10561.52,-97.52
10564.45,-93.51
10567.38,-97.12
10570.31,-98.26
10573.24,-94.67
10576.17,-95.57
10579.10,-97.65
10582.03,-100.99
10584.96,-101.32
10587.89,-100.91
10590.82,-99.76
10593.75,-101.81
10596.68,-98.72
10599.61,-99.91
10602.54,-106.86
10605.47,-103.94
10608.40,-99.89
10611.33,-104.86
10614.26,-101.63
10617.19,-95.33
10620.12,-97.40
10623.05,-103.82
10625.98,-99.95
10628.91,-98.72
10631.84,-103.23
10634.77,-99.52
10637.70,-98.64
10640.63,-102.27
10643.55,-102.31
10646.48,-103.44
10649.41,-101.56
10652.34,-103.03
10655.27,-106.34
10658.20,-105.26
10661.13,-105.53
10664.06,-113.11
10666.99,-113.38
10669.92,-107.91
10672.85,-108.56
10675.78,-106.57
10678.71,-100.55
10681.64,-103.70
10684.57,-108.72
10687.50,-100.53
10690.43,-101.63
10693.36,-104.58
10696.29,-103.87
10699.22,-101.76
10702.15,-104.34
10705.08,-104.29
10708.01,-103.38
10710.94,-108.06
10713.87,-110.14
10716.80,-102.47
10719.73,-103.30
10722.66,-102.64
10725.59,-98.66
10728.52,-99.06
10731.45,-98.70
10734.38,-98.76
10737.30,-97.46
10740.23,-98.59
10743.16,-104.61
10746.09,-103.55
10749.02,-102.71
10751.95,-102.55
10754.88,-100.24
10757.81,-101.55
10760.74,-107.37
10763.67,-105.47
10766.60,-106.14
10769.53,-106.76
10772.46,-99.96
10775.39,-103.66
10778.32,-104.21
10781.25,-98.07
10784.18,-99.78
10787.11,-104.50
10790.04,-101.72
10792.97,-99.11
10795.90,-101.27
10798.83,-102.31
10801.76,-98.32
10804.69,-101.12
10807.62,-110.33
10810.55,-103.50
10813.48,-102.93
10816.41,-101.38
10819.34,-106.12
10822.27,-107.59
10825.20,-108.54
10828.13,-107.24
10831.05,-104.45
10833.98,-107.21
10836.91,-109.23
10839.84,-103.72
10842.77,-102.94
10845.70,-104.46
10848.63,-104.78
10851.56,-106.59
10854.49,-105.45
10857.42,-105.20
10860.35,-107.32
10863.28,-110.50
10866.21,-109.97
10869.14,-104.92
10872.07,-109.56
10875.00,-108.63
10877.93,-99.61
10880.86,-98.74
10883.79,-104.04
10886.72,-105.28
10889.65,-104.27
10892.58,-106.92
10895.51,-108.06
10898.44,-105.43
10901.37,-106.17
10904.30,-108.46
10907.23,-105.83
10910.16,-103.03
10913.09,-106.36
10916.02,-107.61
10918.95,-105.38
10921.88,-107.86
10924.80,-109.05
10927.73,-102.79
10930.66,-97.28
10933.59,-98.98
10936.52,-102.61
10939.45,-98.99
10942.38,-97.32
10945.31,-99.62
10948.24,-102.84
10951.17,-99.86
10954.10,-98.01
10957.03,-99.88
10959.96,-103.13
10962.89,-98.38
10965.82,-99.20
10968.75,-103.51
10971.68,-101.71
10974.61,-100.56
10977.54,-101.04
10980.47,-98.64
10983.40,-101.54
10986.33,-98.83
10989.26,-95.49
10992.19,-98.81
10995.12,-101.20
10998.05,-98.82
11000.98,-99.77
11003.91,-101.23
11006.84,-97.90
11009.77,-96.86
11012.70,-100.45
11015.63,-102.00
11018.55,-98.12
11021.48,-98.02
11024.41,-99.07
11027.34,-99.48
11030.27,-105.31
11033.20,-105.70
11036.13,-100.86
11039.06,-99.63
11041.99,-101.04
11044.92,-102.31
11047.85,-101.21
11050.78,-102.06
11053.71,-102.15
11056.64,-105.19
11059.57,-101.53
11062.50,-100.46
11065.43,-104.81
11068.36,-102.07
11071.29,-98.61
11074.22,-102.22
11077.15,-103.40
11080.08,-97.64
11083.01,-98.96
11085.94,-106.99
11088.87,-104.75
11091.80,-102.08
11094.73,-100.83
11097.66,-99.14
11100.59,-103.17
11103.52,-101.43
11106.45,-98.86
11109.38,-101.00
11112.30,-106.76
11115.23,-97.70
11118.16,-97.37
11121.09,-105.45
11124.02,-97.71
11126.95,-99.12
11129.88,-104.90
11132.81,-97.70
11135.74,-97.24
11138.67,-103.43
11141.60,-105.10
11144.53,-103.31
11147.46,-110.36
11150.39,-105.36
11153.32,-100.72
11156.25,-104.28
11159.18,-104.93
11162.11,-97.89
11165.04,-98.79
11167.97,-101.07
11170.90,-99.50
11173.83,-101.09
11176.76,-102.90
11179.69,-99.89
11182.62,-97.64
11185.55,-100.53
11188.48,-98.82
11191.41,-97.31
11194.34,-99.40
11197.27,-98.48
11200.20,-95.99
11203.13,-99.76
11206.05,-100.55
11208.98,-98.48
11211.91,-101.76
11214.84,-108.43
11217.77,-99.27
11220.70,-97.72
11223.63,-101.55
11226.56,-101.40
11229.49,-99.69
11232.42,-99.90
11235.35,-99.70
11238.28,-97.98
11241.21,-98.22
11244.14,-97.44
11247.07,-96.82
11250.00,-96.61
11252.93,-98.33
11255.86,-100.53
11258.79,-97.21
11261.72,-97.89
11264.65,-99.36
11267.58,-102.03
11270.51,-102.39
11273.44,-100.55
11276.37,-101.55
11279.30,-100.41
11282.23,-98.66
11285.16,-96.87
11288.09,-99.72
11291.02,-99.41
11293.95,-101.05
11296.88,-99.59
11299.80,-97.17
11302.73,-97.64
11305.66,-97.17
11308.59,-100.48
11311.52,-99.79
11314.45,-99.19
11317.38,-97.35
11320.31,-97.06
11323.24,-97.17
11326.17,-94.56
11329.10,-94.97
11332.03,-95.17
11334.96,-94.81
11337.89,-96.13
11340.82,-95.00
11343.75,-93.46
11346.68,-92.60
11349.61,-93.44
11352.54,-92.93
11355.47,-94.50
11358.40,-95.78
11361.33,-95.01
11364.26,-94.00
11367.19,-94.71
11370.12,-97.75
11373.05,-97.56
11375.98,-98.52
11378.91,-100.68
11381.84,-101.49
11384.77,-104.89
11387.70,-107.21
11390.63,-100.41
11393.55,-99.09
11396.48,-105.16
11399.41,-102.92
11402.34,-101.22
11405.27,-102.65
11408.20,-101.40
11411.13,-99.66
11414.06,-100.31
11416.99,-103.87
11419.92,-101.14
11422.85,-102.37
11425.78,-102.03
11428.71,-98.82
11431.64,-102.13
11434.57,-110.93
11437.50,-104.26
11440.43,-102.86
11443.36,-101.30
11446.29,-100.34
11449.22,-98.81
11452.15,-98.92
11455.08,-98.05
11458.01,-95.69
11460.94,-96.65
11463.87,-99.52
11466.80,-96.82
11469.73,-96.80
11472.66,-98.60
11475.59,-98.70
11478.52,-99.14
11481.45,-102.47
11484.38,-102.69
11487.30,-103.21
11490.23,-105.66
11493.16,-105.78
11496.09,-105.95
11499.02,-101.67
11501.95,-103.50
11504.88,-105.82
11507.81,-103.35
11510.74,-105.10
11513.67,-110.33
11516.60,-106.72
11519.53,-106.31
11522.46,-105.80
11525.39,-109.22
11528.32,-107.76
11531.25,-109.09
11534.18,-105.33
11537.11,-108.46
11540.04,-105.42
11542.97,-104.12
11545.90,-108.11
11548.83,-109.05
11551.76,-103.04
11554.69,-103.07
11557.62,-108.90
11560.55,-107.00
11563.48,-106.49
11566.41,-108.71
11569.34,-102.41
11572.27,-102.92
11575.20,-104.85
11578.13,-98.75
11581.05,-97.42
11583.98,-100.19
11586.91,-97.28
11589.84,-96.71
11592.77,-99.61
11595.70,-98.32
11598.63,-99.38
11601.56,-99.78
11604.49,-97.24
11607.42,-96.80
11610.35,-98.83
11613.28,-98.13
11616.21,-96.00
11619.14,-99.46
11622.07,-100.69
11625.00,-98.70
11627.93,-102.88
11630.86,-105.55
11633.79,-99.50
11636.72,-101.24
11639.65,-102.23
11642.58,-96.65
11645.51,-98.20
11648.44,-106.44
11651.37,-99.91
11654.30,-99.64
11657.23,-110.19
11660.16,-100.73
11663.09,-98.71
11666.02,-105.86
11668.95,-114.74
11671.88,-107.35
11674.80,-108.38
11677.73,-109.28
11680.66,-110.79
11683.59,-112.37
11686.52,-106.59
11689.45,-110.80
11692.38,-113.38
11695.31,-107.81
11698.24,-108.72
11701.17,-111.03
11704.10,-108.06
11707.03,-108.37
11709.96,-110.31
11712.89,-107.51
11715.82,-109.44
11718.75,-113.07
11721.68,-114.09
11724.61,-112.46
11727.54,-111.26
11730.47,-111.50
11733.40,-104.60
11736.33,-108.16
11739.26,-109.68
11742.19,-110.77
11745.12,-110.09
11748.05,-111.39
11750.98,-109.58
11753.91,-110.14
11756.84,-109.60
11759.77,-111.13
11762.70,-109.83
11765.63,-105.59
11768.55,-107.46
11771.48,-112.79
11774.41,-110.62
11777.34,-105.43
11780.27,-108.88
11783.20,-110.29
11786.13,-106.36
11789.06,-106.48
11791.99,-106.53
11794.92,-107.09
11797.85,-111.33
11800.78,-105.61
11803.71,-105.47
11806.64,-108.34
11809.57,-109.89
11812.50,-102.55
11815.43,-104.31
11818.36,-112.36
11821.29,-102.24
11824.22,-100.98
11827.15,-108.79
11830.08,-109.05
11833.01,-103.12
11835.94,-105.21
11838.87,-114.08
11841.80,-108.49
11844.73,-106.05
11847.66,-110.76
11850.59,-105.29
11853.52,-104.35
11856.45,-106.26
11859.38,-103.24
11862.30,-108.80
11865.23,-109.60
11868.16,-113.22
11871.09,-111.63
11874.02,-110.28
11876.95,-105.41
11879.88,-101.82
11882.81,-105.22
11885.74,-110.52
11888.67,-105.98
11891.60,-109.98
11894.53,-109.59
11897.46,-106.86
11900.39,-105.68
11903.32,-103.57
11906.25,-103.27
11909.18,-110.32
11912.11,-103.12
11915.04,-104.06
11917.97,-105.78
11920.90,-103.42
11923.83,-99.53
11926.76,-102.33
11929.69,-103.59
11932.62,-100.37
11935.55,-103.29
11938.48,-104.56
11941.41,-101.30
11944.34,-102.80
11947.27,-104.83
11950.20,-101.32
11953.13,-101.10
11956.05,-108.01
11958.98,-102.02
11961.91,-99.79
11964.84,-101.87
11967.77,-98.17
11970.70,-96.40
11973.63,-99.43
11976.56,-99.23
11979.49,-97.44
11982.42,-99.68
11985.35,-100.11
11988.28,-99.10
11991.21,-100.24
11994.14,-105.10
11997.07,-102.98
12000.00,-104.04
12002.93,-105.20
12005.86,-101.49
12008.79,-101.75
12011.72,-103.68
12014.65,-101.96
12017.58,-102.10
12020.51,-104.12
12023.44,-105.35
12026.37,-99.95
12029.30,-102.75
12032.23,-106.90
12035.16,-103.60
12038.09,-99.88
12041.02,-100.91
12043.95,-109.42
12046.88,-102.68
12049.80,-101.33
12052.73,-107.40
12055.66,-104.66
12058.59,-101.70
12061.52,-104.50
12064.45,-100.72
12067.38,-98.33
12070.31,-101.36
12073.24,-99.51
12076.17,-96.69
12079.10,-98.25
12082.03,-97.51
12084.96,-96.10
12087.89,-99.81
12090.82,-99.53
12093.75,-93.93
12096.68,-94.71
12099.61,-101.17
12102.54,-96.24
12105.47,-96.06
12108.40,-99.08
12111.33,-95.52
12114.26,-97.95
12117.19,-104.80
12120.12,-100.19
12123.05,-98.43
12125.98,-104.78
12128.91,-99.89
12131.84,-95.27
12134.77,-100.73
12137.70,-99.87
12140.63,-94.92
12143.55,-96.41
12146.48,-98.74
12149.41,-96.08
12152.34,-97.68
12155.27,-102.88
12158.20,-99.91
12161.13,-95.75
12164.06,-99.75
12166.99,-103.00
12169.92,-97.49
12172.85,-100.16
12175.78,-103.72
12178.71,-98.78
12181.64,-101.20
12184.57,-104.89
12187.50,-97.36
12190.43,-97.20
12193.36,-101.07
12196.29,-97.87
12199.22,-96.94
12202.15,-101.32
12205.08,-105.48
12208.01,-102.08
12210.94,-102.44
12213.87,-107.13
12216.80,-104.54
12219.73,-104.30
12222.66,-101.07
12225.59,-109.13
12228.52,-104.12
12231.45,-100.19
12234.38,-102.40
12237.30,-100.79
12240.23,-97.78
12243.16,-101.84
12246.09,-106.41
12249.02,-100.97
12251.95,-101.86
12254.88,-103.85
12257.81,-100.39
12260.74,-100.91
12263.67,-102.14
12266.60,-100.87
12269.53,-100.17
12272.46,-102.42
12275.39,-100.21
12278.32,-98.71
12281.25,-102.14
12284.18,-97.19
12287.11,-96.24
12290.04,-100.25
12292.97,-105.21
12295.90,-102.57
12298.83,-101.40
12301.76,-108.25
12304.69,-101.03
12307.62,-104.35
12310.55,-108.46
12313.48,-101.97
12316.41,-102.67
12319.34,-108.76
12322.27,-106.89
12325.20,-102.34
12328.13,-105.61
12331.05,-113.58
12333.98,-105.11
12336.91,-104.02
12339.84,-107.29
12342.77,-101.20
12345.70,-98.18
12348.63,-101.98
12351.56,-102.03
12354.49,-98.20
12357.42,-100.83
12360.35,-105.21
12363.28,-100.28
12366.21,-100.17
12369.14,-105.58
12372.07,-102.36
12375.00,-100.66
12377.93,-107.67
12380.86,-102.84
12383.79,-99.92
